title,franquicia,genres
Faust,,"['Drama', 'Fantasy', 'Horror']"
The Last Laugh,,['Drama']
The Man Who Shot Liberty Valance,,['Western']
Salvador,,['Drama']
September,,['Drama']
Shadows and Fog,,"['Thriller', 'Comedy']"
Something Wild,,"['Action', 'Comedy', 'Drama', 'Romance']"
The Sons of Katie Elder,,['Western']
The Thing with Two Heads,,"['Comedy', 'Horror', 'Science Fiction']"
Village of the Giants,,['Science Fiction']
X: The Man with the X-Ray Eyes,,"['Horror', 'Science Fiction', 'Thriller']"
Nice Dreams,Cheech & Chong Collection,['Comedy']
The Day the Earth Caught Fire,,"['Science Fiction', 'Drama']"
The House by the Cemetery,,['Horror']
Things Are Tough All Over,Cheech & Chong Collection,"['Action', 'Comedy']"
All That Heaven Allows,,"['Drama', 'Romance']"
The Barefoot Contessa,,"['Mystery', 'Drama', 'Romance', 'Crime']"
The Blackout,,"['Drama', 'Mystery', 'Thriller']"
Cries and Whispers,,['Drama']
The Entertainer,,"['Drama', 'Music']"
The Garden of the Finzi-Continis,,['Drama']
Howling III: The Marsupials,,"['Horror', 'Comedy', 'Foreign']"
Kiss Me Deadly,,"['Drama', 'Mystery', 'Thriller']"
The Lion in Winter,,"['Drama', 'History']"
The Misfits,,"['Drama', 'Action', 'Romance']"
Moby Dick,,"['Adventure', 'Drama']"
Popcorn,,['Horror']
Rembrandt,,['Drama']
Sweet Smell of Success,,['Drama']
Written on the Wind,,"['Drama', 'Romance']"
The 10th Victim,,"['Comedy', 'Drama', 'Science Fiction', 'Thriller']"
Colonel Redl,,"['Drama', 'History']"
Obsession,,"['Drama', 'Thriller', 'Mystery']"
Suspiria,The Three Mothers Collection,['Horror']
Fist of Fury,,"['Drama', 'Action', 'Thriller']"
Christiane F.,,['Drama']
The Big Boss,,['Action']
Game of Death,,"['Drama', 'Action', 'Thriller', 'Crime']"
The Last Dragon,,"['Action', 'Adventure', 'Comedy']"
Outland,,['Science Fiction']
The Way of the Dragon,,"['Action', 'Crime']"
T-Rex: Back to the Cretaceous,,['Family']
Final Fantasy: The Spirits Within,Final Fantasy Collection,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']"
Legally Blonde,Legally Blonde Collection,['Comedy']
The Score,,"['Action', 'Crime', 'Thriller']"
Adanggaman,,"['Drama', 'Foreign']"
Bully,,"['Crime', 'Drama']"
Jump Tomorrow,,"['Drama', 'Comedy', 'Romance']"
Made,,"['Action', 'Comedy', 'Thriller']"
Michael Jordan to the Max,,['Documentary']
More,,"['Animation', 'Science Fiction']"
Thrill Ride: The Science of Fun,,"['Documentary', 'Adventure']"
Haunted Castle,,"['Animation', 'Horror', 'Thriller']"
All Access: Front Row. Backstage. Live!,,[]
Africa: The Serengeti,,['Documentary']
Alaska: Spirit of the Wild,,['Documentary']
Encounter in the Third Dimension,,['Documentary']
Siegfried & Roy: The Magic Box,,['Documentary']
18 Again!,,"['Fantasy', 'Comedy']"
1969,,"['Drama', 'War']"
The Accidental Tourist,,"['Drama', 'Romance']"
The Accused,,['Drama']
Above the Law,,"['Action', 'Adventure', 'Drama', 'Thriller']"
The Adventures of Baron Munchausen,,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
Apartment Zero,,"['Thriller', 'Horror', 'Drama']"
Appointment with Death,,"['Thriller', 'Crime', 'Mystery', 'Drama']"
Ariel,,"['Drama', 'Crime']"
Arthur 2: On the Rocks,Arthur Collection,"['Comedy', 'Romance']"
Bad Dreams,,"['Horror', 'Thriller']"
Bat*21,,"['Action', 'Drama', 'War']"
Beaches,,"['Comedy', 'Drama']"
The Beast of War,,"['Drama', 'War']"
Big Business,,['Comedy']
Big Top Pee-wee,Pee-wee's Collection,"['Comedy', 'Family']"
Biloxi Blues,,"['Comedy', 'Drama', 'Romance']"
Bird,,"['Drama', 'Music']"
The Blob,,"['Horror', 'Science Fiction']"
The Boost,,"['Drama', 'Romance']"
"Bright Lights, Big City",,['Drama']
Caddyshack II,Caddyshack Collection,['Comedy']
Camille Claudel 1915,,['Drama']
Casual Sex?,,"['Comedy', 'Romance']"
Clean and Sober,,['Drama']
Cocktail,,"['Drama', 'Romance']"
Colors,,"['Action', 'Crime', 'Drama']"
Coming to America,,"['Comedy', 'Romance']"
The Couch Trip,,['Comedy']
Criminal Law,,"['Drama', 'Thriller', 'Romance']"
Critters,Critters Collection,"['Action', 'Comedy', 'Horror', 'Science Fiction', 'Thriller']"
Critters 2,Critters Collection,"['Comedy', 'Horror', 'Science Fiction', 'Thriller']"
Critters 3,Critters Collection,"['Comedy', 'Horror', 'Science Fiction', 'Thriller']"
Crossing Delancey,,"['Comedy', 'Drama', 'Romance']"
D.O.A.,,"['Mystery', 'Thriller']"
Dead Heat,,"['Action', 'Comedy', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
The Dead Pool,Dirty Harry Collection,"['Action', 'Crime', 'Thriller']"
Dirty Rotten Scoundrels,,"['Crime', 'Comedy']"
Drowning by Numbers,,"['Comedy', 'Drama']"
"Elvira, Mistress of the Dark",Elvira Collection,"['Fantasy', 'Horror', 'Comedy', 'Science Fiction']"
Ernest Saves Christmas,Ernest Collection,"['Comedy', 'Family']"
Everybody's All-American,,"['Drama', 'Romance']"
Feds,,"['Action', 'Comedy', 'Family']"
For Keeps,,"['Drama', 'Family', 'Romance']"
Frantic,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Fresh Horses,,"['Drama', 'Romance']"
Gorillas in the Mist,,['Drama']
The Great Outdoors,,['Comedy']
Heartbreak Hotel,,"['Comedy', 'Music']"
High Spirits,,"['Horror', 'Fantasy', 'Comedy']"
Hot to Trot,,['Comedy']
The House on Carroll Street,,['Drama']
Howling IV: The Original Nightmare,The Howling Collection,['Horror']
Imagine: John Lennon,,"['Documentary', 'Music']"
Johnny Be Good,,['Comedy']
Lady in White,,"['Horror', 'Thriller']"
The Lair of the White Worm,,"['Comedy', 'Horror']"
The Land Before Time,The Land Before Time Collection,"['Animation', 'Adventure', 'Family']"
License to Drive,,"['Comedy', 'Family']"
Little Nikita,,"['Drama', 'Action', 'Thriller']"
Masquerade,,"['Drama', 'Romance', 'Mystery', 'Thriller']"
The Milagro Beanfield War,,"['Comedy', 'Drama']"
Moon Over Parador,,"['Action', 'Comedy', 'Drama', 'Romance']"
Moving,,['Comedy']
My Stepmother is an Alien,,"['Comedy', 'Science Fiction']"
A Night in the Life of Jimmy Reardon,,"['Drama', 'Romance']"
Off Limits,,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
Bagdad Cafe,,"['Comedy', 'Drama']"
Permanent Record,,['Drama']
Red Heat,,"['Action', 'Crime']"
Return of the Living Dead Part II,Return of the Living Dead Collection,"['Comedy', 'Horror']"
The Return of the Living Dead,Return of the Living Dead Collection,"['Comedy', 'Horror']"
Return to Snowy River,The Man From Snowy River Collection,"['Adventure', 'Drama', 'Action', 'Western', 'Family']"
The Man from Snowy River,The Man From Snowy River Collection,"['Family', 'Drama', 'Action', 'Western', 'Romance']"
Rocket Gibraltar,,"['Drama', 'Family']"
Running on Empty,,['Drama']
Salome's Last Dance,,"['Comedy', 'Drama']"
Salsa,,"['Drama', 'Music', 'Romance']"
Satisfaction,,"['Music', 'Comedy']"
The Serpent and the Rainbow,,"['Horror', 'Thriller']"
Shakedown,,"['Action', 'Adventure', 'Crime', 'Drama']"
Shoot to Kill,,"['Action', 'Adventure', 'Crime', 'Thriller']"
Short Circuit 2,Short Circuit Collection,"['Comedy', 'Family', 'Science Fiction', 'Drama']"
Short Circuit,Short Circuit Collection,"['Comedy', 'Family', 'Science Fiction']"
The Vanishing,,"['Horror', 'Thriller']"
Stormy Monday,,"['Romance', 'Crime', 'Drama']"
Sunset,,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
Sweet Hearts Dance,,"['Comedy', 'Drama', 'Romance']"
Switching Channels,,['Comedy']
The Telephone,,"['Drama', 'Comedy']"
Tetsuo: The Iron Man,Tetsuo Collection,"['Horror', 'Science Fiction']"
They Live,,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
To Kill a Priest,,"['Drama', 'Thriller', 'History']"
Torch Song Trilogy,,"['Comedy', 'Drama', 'Romance']"
Track 29,,"['Drama', 'Mystery']"
Tucker: The Man and His Dream,,['Drama']
Twins,,['Comedy']
Vice Versa,,"['Comedy', 'Fantasy']"
Watchers,,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
Waxwork,The Waxwork Collection,"['Horror', 'Comedy']"
Without a Clue,,"['Comedy', 'Thriller', 'Crime', 'Mystery']"
Young Einstein,,"['Comedy', 'Science Fiction']"
Always,,"['Fantasy', 'Drama', 'Romance']"
American Ninja,American Ninja Collection,"['Action', 'Adventure']"
American Ninja 2: The Confrontation,American Ninja Collection,"['Action', 'Adventure', 'Drama']"
American Ninja 3: Blood Hunt,American Ninja Collection,"['Action', 'Adventure', 'Drama']"
Best of the Best 2,Best of the Best Collection,"['Action', 'Thriller']"
The Big Picture,,"['Comedy', 'Drama', 'Romance']"
Bill & Ted's Excellent Adventure,Bill & Ted's Most Excellent Collection,"['Adventure', 'Comedy', 'Science Fiction']"
Black Rain,,"['Action', 'Thriller', 'Crime']"
Blaze,,"['Drama', 'Romance']"
Blind Fury,,"['Action', 'Thriller']"
Breaking In,,"['Action', 'Adventure', 'Comedy']"
C.H.U.D. II: Bud the Chud,C.H.U.D. Collection,"['Horror', 'Comedy', 'Science Fiction']"
Casualties of War,,"['Drama', 'History', 'War']"
Chances Are,,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
Cookie,,"['Comedy', 'Crime']"
Cyborg,Cyborg Collection,"['Action', 'Science Fiction']"
Dad,,"['Drama', 'Comedy']"
Dead Bang,,"['Action', 'Adventure', 'Drama', 'Thriller']"
Disorganized Crime,,"['Action', 'Comedy']"
Dream a Little Dream,Dream a Little Dream Collection,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']"
The Dream Team,,['Comedy']
A Dry White Season,,"['Drama', 'Mystery']"
Earth Girls Are Easy,,"['Music', 'Comedy', 'Drama', 'Romance', 'Science Fiction']"
Eddie and the Cruisers II: Eddie Lives!,Eddie and the Cruisers Collection,"['Drama', 'Thriller', 'Music']"
Eddie and the Cruisers,Eddie and the Cruisers Collection,"['Drama', 'Music']"
Enemies: A Love Story,,"['Comedy', 'Drama', 'Romance']"
Erik the Viking,,"['Adventure', 'Fantasy', 'Comedy']"
The Experts,,"['Action', 'Comedy']"
Family Business,,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
Farewell to the King,,"['War', 'Adventure']"
Fat Man and Little Boy,,"['War', 'Drama', 'History']"
The Girl in a Swing,,"['Drama', 'Thriller']"
Gleaming the Cube,,['Drama']
Going Overboard,,['Comedy']
Great Balls of Fire!,,['Drama']
Gross Anatomy,,"['Comedy', 'Drama', 'Romance']"
Happy Together,,"['Comedy', 'Romance']"
Harlem Nights,,"['Comedy', 'Crime', 'Drama']"
Her Alibi,,"['Comedy', 'Crime', 'Mystery', 'Romance']"
Homer and Eddie,,"['Drama', 'Comedy']"
How to Get Ahead in Advertising,,"['Fantasy', 'Comedy']"
Immediate Family,,"['Comedy', 'Drama']"
In Country,,"['Drama', 'Comedy', 'Romance']"
An Innocent Man,,"['Action', 'Crime', 'Drama', 'Thriller']"
Jacknife,,['Drama']
The January Man,,"['Crime', 'Mystery', 'Thriller']"
Johnny Handsome,,"['Crime', 'Drama']"
Jesus of Montreal,,['Drama']
K-9,K-9 Collection,"['Action', 'Comedy', 'Crime']"
Kickboxer,Kickboxer Collection,"['Action', 'Thriller']"
Last Exit to Brooklyn,,['Drama']
Lean On Me,,['Drama']
Let It Ride,,['Comedy']
Leviathan,,"['Adventure', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
Little Monsters,,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
Lock Up,,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Look Who's Talking,Look Who's Talking Collection,"['Comedy', 'Romance']"
Loverboy,,"['Comedy', 'Romance']"
Major League,Major League Collection,['Comedy']
Meet the Feebles,,"['Comedy', 'Music']"
Millennium,,"['Mystery', 'Drama', 'Science Fiction', 'Thriller']"
Miracle Mile,,"['Romance', 'Science Fiction', 'Thriller']"
Miss Firecracker,,['Comedy']
New York Stories,,"['Comedy', 'Drama', 'Romance']"
Next of Kin,,"['Adventure', 'Drama', 'Action', 'Thriller']"
No Holds Barred,,"['Action', 'Drama']"
Old Gringo,,"['Action', 'Drama', 'Romance']"
The Package,,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Parents,,"['Comedy', 'Drama', 'Horror']"
Penn & Teller Get Killed,,"['Comedy', 'Adventure']"
Pink Cadillac,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']"
The Punisher,,"['Action', 'Thriller']"
Red Scorpion,,"['Action', 'History', 'War']"
Jurassic Park III,Jurassic Park Collection,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
America's Sweethearts,,"['Comedy', 'Romance']"
Brother,,"['Crime', 'Drama', 'Thriller']"
Ghost World,,"['Comedy', 'Drama']"
Hedwig and the Angry Inch,,"['Comedy', 'Music']"
Planet of the Apes,,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
Bread and Tulips,,"['Drama', 'Comedy', 'Romance']"
Cure,,"['Crime', 'Horror', 'Mystery', 'Thriller']"
Greenfingers,,['Comedy']
Jackpot,,[]
The Monkey's Mask,,['Drama']
Wet Hot American Summer,,['Comedy']
Relentless,,"['Mystery', 'Thriller', 'Horror', 'Crime']"
Renegades,,"['Action', 'Crime', 'Thriller']"
The Return of Swamp Thing,Swamp Thing Collection,"['Horror', 'Science Fiction']"
The Return of the Musketeers,The Musketeers Collection,"['Comedy', 'Action', 'Adventure']"
Road House,Road House Collection,"['Action', 'Thriller']"
Romero,,"['Drama', 'History']"
Rosalie Goes Shopping,,['Comedy']
Rude Awakening,,['Comedy']
Santa Sangre,,"['Fantasy', 'Horror', 'Mystery']"
Scandal,,"['Drama', 'History', 'Romance']"
Scenes from the Class Struggle in Beverly Hills,,['Comedy']
Sea of Love,,"['Drama', 'Crime', 'Mystery']"
"See No Evil, Hear No Evil",,"['Crime', 'Comedy']"
She's Out of Control,,"['Comedy', 'Romance']"
Shirley Valentine,,"['Romance', 'Comedy', 'Drama']"
Shocker,,"['Thriller', 'Comedy', 'Horror']"
Skin Deep,,"['Romance', 'Comedy', 'Drama']"
Slaves of New York,,['Drama']
Some Girls,,"['Comedy', 'Drama', 'Romance']"
Stepfather II: Make Room For Daddy,The Stepfather Collection,"['Horror', 'Thriller']"
The Stepfather,The Stepfather Collection,"['Drama', 'Horror', 'Mystery', 'Thriller']"
Sweetie,,"['Drama', 'Comedy']"
The Tall Guy,,"['Comedy', 'Romance']"
Tango & Cash,,"['Action', 'Adventure', 'Comedy']"
Tap,,"['Action', 'Drama']"
Three Fugitives,,['Comedy']
Troop Beverly Hills,,"['Adventure', 'Comedy', 'Family']"
Turner & Hooch,,"['Action', 'Comedy', 'Thriller', 'Crime', 'Family']"
UHF,,['Comedy']
Uncle Buck,,"['Comedy', 'Drama', 'Family']"
Vampire's Kiss,,"['Comedy', 'Horror']"
The War of the Roses,,"['Comedy', 'Drama', 'Thriller']"
Warlock,Warlock Collection,"['Adventure', 'Comedy', 'Fantasy', 'Horror']"
The Wizard,,"['Adventure', 'Comedy', 'Drama', 'Family', 'Romance']"
Worth Winning,,"['Comedy', 'Romance']"
Warlock: The Armageddon,Warlock Collection,"['Fantasy', 'Horror', 'Science Fiction']"
Weekend at Bernie's II,Weekend at Bernie's Collection,['Comedy']
Billy Liar,,"['Romance', 'Comedy', 'Drama']"
Black Robe,,"['Adventure', 'Drama', 'History']"
The Cat o' Nine Tails,,"['Horror', 'Mystery', 'Thriller']"
The Cotton Club,,"['Music', 'Drama', 'Crime', 'Romance']"
Def-Con 4,,"['Horror', 'Science Fiction', 'Thriller', 'Action']"
The Hotel New Hampshire,,"['Comedy', 'Drama']"
Idiot Box,,"['Comedy', 'Drama', 'Foreign', 'Thriller']"
Left Luggage,,['Drama']
Who'll Stop the Rain,,"['War', 'Drama', 'Thriller', 'Crime', 'Action']"
"Zorro, The Gay Blade",,"['Western', 'Action', 'Comedy', 'Adventure', 'Romance']"
Basket Case,Basket Case Collection,"['Comedy', 'Horror']"
Orphans,,"['Comedy', 'Drama']"
Original Sin,,['Thriller']
The Princess Diaries,The Princess Diaries Collection,"['Comedy', 'Family', 'Romance']"
Rush Hour 2,Rush Hour Collection,"['Action', 'Comedy', 'Crime', 'Thriller']"
Thomas in Love,,"['Drama', 'Comedy', 'Science Fiction', 'Romance', 'Foreign']"
Chocolat,,['Drama']
Hatari!,,"['Action', 'Adventure', 'Comedy']"
La Cage aux folles,La cage aux folles,['Comedy']
La Cage aux folles II,La cage aux folles,['Comedy']
Liebestraum,,"['Horror', 'Thriller', 'Mystery', 'Romance']"
Marat/Sade,,"['Music', 'Drama', 'History']"
Paint Your Wagon,,"['Drama', 'Action', 'Comedy', 'Western', 'Music']"
The Shootist,,"['Action', 'Adventure', 'Drama', 'Western']"
Theremin: An Electronic Odyssey,,"['Documentary', 'Music']"
The Wild Child,,['Drama']
Altered States,,"['Mystery', 'Drama', 'Fantasy', 'Science Fiction', 'Thriller', 'Horror']"
Any Which Way You Can,Philo & Clyde Collection,"['Action', 'Adventure', 'Comedy']"
The Awakening,,['Horror']
Bad Timing,,"['Drama', 'Mystery', 'Thriller']"
The Big Brawl,,"['Action', 'Comedy']"
American Pie 2,American Pie Collection,"['Comedy', 'Romance']"
Osmosis Jones,,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']"
The Others,,"['Horror', 'Drama', 'Mystery', 'Thriller']"
American Outlaws,,"['Action', 'Western']"
All Over the Guy,,"['Comedy', 'Romance']"
The Deep End,,"['Drama', 'Crime', 'Mystery']"
On the Edge,,"['Drama', 'Romance']"
Session 9,,"['Horror', 'Mystery']"
The Turandot Project,,[]
Captain Corelli's Mandolin,,"['Drama', 'History', 'Romance']"
Rat Race,,"['Adventure', 'Comedy']"
Aberdeen,,"['Drama', 'Comedy', 'Foreign']"
Innocence,,[]
Bubble Boy,,"['Adventure', 'Comedy', 'Drama', 'Romance']"
The Curse of the Jade Scorpion,,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']"
Jay and Silent Bob Strike Back,,['Comedy']
Ghosts of Mars,,"['Action', 'Horror', 'Science Fiction']"
Summer Catch,,"['Drama', 'Comedy', 'Romance']"
An American Rhapsody,,"['Drama', 'Family']"
Happy Accidents,,"['Comedy', 'Romance', 'Science Fiction']"
Lisa Picard Is Famous,,[]
Maybe Baby,,"['Comedy', 'Romance']"
Together,,"['Drama', 'Comedy', 'Romance']"
Punks,,"['Comedy', 'Romance']"
Tortilla Soup,,"['Comedy', 'Drama', 'Romance']"
Jeepers Creepers,Jeepers Creepers Collection,"['Horror', 'Thriller']"
O,,"['Drama', 'Romance', 'Thriller']"
Waking Up in Reno,,"['Comedy', 'Romance']"
Speedway Junky,,"['Romance', 'Drama', 'Crime']"
3 Ninjas,3 Ninjas Collection,"['Action', 'Adventure', 'Comedy', 'Family']"
3 Ninjas Kick Back,3 Ninjas Collection,"['Adventure', 'Action', 'Comedy', 'Family']"
3 Ninjas Knuckle Up,3 Ninjas Collection,"['Adventure', 'Action', 'Comedy', 'Family']"
The Hunter,,"['Action', 'Drama', 'Thriller']"
Maniac,,['Horror']
Vamp,,"['Comedy', 'Horror']"
The Wicker Man,,"['Horror', 'Music', 'Mystery', 'Thriller']"
Wish Upon a Star,,"['Family', 'Comedy', 'Fantasy']"
The Musketeer,,"['Action', 'Adventure', 'Drama']"
Rock Star,,"['Music', 'Drama', 'Comedy']"
Soul Survivors,,"['Horror', 'Mystery', 'Thriller']"
Two Can Play That Game,,"['Comedy', 'Romance']"
Bounce: Behind The Velvet Rope,,[]
Diamond Men,,"['Drama', 'Thriller', 'Mystery']"
Djomeh,,['Drama']
The Iron Ladies,,"['Comedy', 'Drama']"
Kill Me Later,,"['Drama', 'Action', 'Comedy', 'Thriller', 'Crime', 'Romance']"
L.I.E.,,['Drama']
Our Lady of the Assassins,,"['Crime', 'Drama', 'Romance']"
Abbott and Costello Meet the Mummy,,['Comedy']
"Dr. Mabuse, the Gambler",,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Into the Arms of Strangers: Stories of the Kindertransport,,['Documentary']
The Glass House,,"['Drama', 'Thriller']"
Hardball,,"['Comedy', 'Romance']"
Dinner Rush,,"['Drama', 'Action', 'Thriller']"
Haiku Tunnel,,['Comedy']
Big Trouble,,"['Action', 'Comedy', 'Thriller']"
Glitter,,"['Drama', 'Romance']"
Training Day,,"['Action', 'Crime', 'Drama', 'Thriller']"
The American Astronaut,,"['Action', 'Comedy', 'Science Fiction', 'Music']"
Children Underground,,['Documentary']
Go Tigers!,,['Documentary']
Liam,,['Drama']
Megiddo: The Omega Code 2,Omega Code Series,"['Action', 'Science Fiction', 'Thriller']"
Sidewalks of New York,,"['Comedy', 'Drama', 'Romance']"
The Endurance: Shackleton's Legendary Antarctic Expedition,,"['Documentary', 'History']"
The French Lieutenant's Woman,,"['Drama', 'Romance']"
The Great Silence,,"['Action', 'Drama', 'Western']"
The Legend of Hell House,,"['Horror', 'Mystery']"
Little Man Tate,,"['Drama', 'Family']"
Moscow Does Not Believe in Tears,,"['Drama', 'Comedy', 'Romance']"
Phantom of the Paradise,,"['Comedy', 'Fantasy', 'Horror', 'Music', 'Thriller']"
The Return of a Man Called Horse,A Man Called Horse Collection,"['Action', 'Drama', 'Western']"
Valdez Is Coming,,['Western']
13 Ghosts,,['Horror']
Montenegro,,"['Comedy', 'Drama', 'Romance']"
Opera,,"['Thriller', 'Horror', 'Mystery']"
Father Goose,,"['Adventure', 'Comedy', 'Romance']"
The Grass Is Greener,,"['Comedy', 'Drama', 'Romance']"
A Hole in the Head,,"['Comedy', 'Music']"
Indiscreet,,"['Comedy', 'Romance']"
"It's a Mad, Mad, Mad, Mad World",,"['Action', 'Adventure', 'Comedy', 'Crime']"
King Solomon's Mines,,"['Action', 'Adventure', 'Drama']"
The Little Foxes,,"['Drama', 'Romance']"
Operation Petticoat,,"['Action', 'Comedy', 'Romance']"
Play Misty for Me,,"['Crime', 'Drama', 'Romance', 'Thriller']"
Pocketful of Miracles,,"['Comedy', 'Drama']"
Sayonara,,"['Drama', 'Romance']"
The Shop on Main Street,,"['Drama', 'War']"
Spring Break,,"['Comedy', 'Romance']"
The Vanishing,,"['Thriller', 'Drama', 'Mystery']"
Silkwood,,"['Drama', 'Thriller']"
I Never Promised You a Rose Garden,,['Drama']
Quadrophenia,,"['Drama', 'Music']"
SpaceCamp,,"['Family', 'Adventure']"
